,906877,906798,906872,906873,906870,906871,906793,906792,906791,1330933,906797,1330935,906795,906794,909717,946377,906875,946370,946373,946372,1290922,1331049,1331048,1295740,1479988,1479987,724825,906803,906801,906800,906807,749709,906805,1330931,906808,1240158,1240159,1240153,907176,1240151,907170,1240157,907172,907173,1290812,1290813,1290810,905936,905937,1290814,905935,687596,905938,905939,687592,687590,688006,688007,688001,687819,687816,687814,687815,687812,1298365,724838,1331040,908458,908459,908457,908454,908455,908452,908450,908451,1331045,1290771,724863,753600,722045,753605,724866,1240129,1240128,1240127,753608,910907,724868,1240123,910900,910903,713869,1299078,1299075,906848,1299070,909778,909779,909770,909771,909773,909774,909776,909777,905941,688021,907299,907298,907295,924238,907291,907290,924239,724812,907059,907058,907057,907056,907055,907053,907051,907050,924248,924244,924247,924240,906838,906839,906832,906833,906830,906831,906836,906837,906834,924105,910930,1240160,910931,910932,910944,753620,910933,910934,910935,684062,910936,1299052,910937,1330941,1330943,1330942,1330947,908481,1330948,908483,906804,1290725,687997,687995,1660036,1660035,1660034,909761,910781,910780,910784,753555,753554,753556,910549,910548,753552,910545,910544,1298476,910546,753559,753558,1240162,910943,753538,1240167,1240166,910947,910946,971773,910948,1240169,1240168,971777,971774,949165,949164,949167,949166,949161,949160,949163,949162,949168,906790,909738,909739,684681,905965,905964,909736,909737,905961,905960,905963,905962,908156,908152,908151,908150,687799,687798,1480358,1480359,1240150,908159,908158,998189,909699,909698,909697,909696,907171,724870,1240154,905969,1240155,905968,724859,905933,907322,713899,724855,907270,909735,907277,905967,753594,905934,908149,909730,907274,909731,753582,1298141,753581,753586,909732,1298146,753585,753588,753589,907268,907269,907066,907067,907064,907065,907062,1290798,907060,907061,1290795,910849,1290797,1330973,907068,907300,1240156,906865,925341,908143,906861,906863,687459,687457,688058,687452,906868,1331050,688121,688086,688087,925340,1503361,1503363,1503362,1503365,1503364,1503367,1503366,1503369,1479991,1479992,1479993,1479994,1479995,1295741,724839,907169,687600,1480362,1480361,1480360,910852,1298534,909724,1298531,1298533,687985,1298539,1298538,688013,688011,688010,688014,909907,687804,909905,909904,687800,687802,1524417,908119,687514,908449,908448,1298537,998184,908445,908444,1298362,908446,908440,908443,909248,909249,909712,1240138,1240139,1303912,1240134,1240135,1240136,1240137,1240130,1240131,1240132,1298347,905990,905991,906746,1331037,1299064,1299067,1299061,909769,1509074,1298215,1298216,1298218,1298219,1327769,1327768,749713,906851,1331031,1327765,1327766,1290767,908469,907391,749717,687448,1240181,1240183,1240182,1240185,1240184,1240187,1240186,1240189,1240221,1240222,1240223,1240226,1290455,753545,946368,1331039,906828,687506,753577,910566,906821,924110,906823,1290730,906824,906827,906826,924186,924187,722046,924188,1298134,1298136,684072,1297439,753604,910079,753607,1303900,1330950,910905,1290908,910904,1290905,1290906,1290907,724869,908132,910906,1331025,1240122,924111,753562,906817,753564,753565,753566,906820,753569,1240170,1240172,1240173,1240174,753579,910209,1240178,1240179,907785,906813,907794,907795,907796,949153,907790,949155,907792,925342,949158,907799,917486,905958,905959,909729,909728,910687,909723,925347,910688,910689,905954,909726,905956,753572,908122,908123,908121,908126,908127,908124,908125,688023,908128,908129,688026,688027,688025,1299062,1659817,1659823,1659819,1659818,1330983,907069,1503371,909781,713880,1524418,1524419,713885,1524414,1524415,1524416,722066,909758,909759,909756,909757,909754,909755,909753,909750,909751,1240146,1240140,907273,907272,907271,753592,753595,907276,907275,753596,753599,907279,907278,907783,907071,905978,907073,907072,905979,910853,905945,910851,910850,905976,905944,909708,909194,905942,906850,1290765,906852,906853,906854,906855,906856,1674021,1290769,1240220,946359,946358,946357,946356,946355,946354,946353,910702,1330985,1330984,1330987,910701,1503370,1330982,908130,687787,1330964,1480371,1480372,1480374,1298526,1240125,1298529,1298355,753561,1298357,1298356,1298351,1298350,1298353,1298352,910919,1298359,1298358,909974,909975,687562,687563,687561,1240124,908470,910401,908472,908473,908474,908475,908476,910927,910926,910925,910924,1509073,910922,910921,910920,910916,909780,909785,909784,930297,753623,753622,753621,930298,753624,905983,905982,905981,909711,909716,905986,905985,905984,1299051,1299050,909718,909719,1298223,1298222,910710,1298226,1240121,1240215,688031,1240217,1240216,1322212,1240210,1240212,1240219,1240218,1322218,1240161,724831,724834,1240198,1240199,1240196,1240197,1240192,1240193,1240190,1240191,909257,909256,909255,905951,909253,909252,909251,909250,907000,906864,909976,1290722,1290724,1323913,909977,905952,924151,907321,907320,907323,910861,906862,683665,683667,1327774,1327775,1327773,1327771,946382,687455,925338,925339,906869,1303897,1303896,1331036,946367,1331034,1331035,1331032,1331033,946360,946361,687568,1331038,946369,910567,724874,687777,910569,910568,906814,906815,925348,906812,753578,925343,753576,753575,753574,753573,925346,925345,753570,1240149,724872,1240145,1240144,1240147,753615,1240141,924108,1240143,1240142,905947,905946,1290807,1290806,907787,907786,687586,905940,687588,907789,907788,1290809,1290808,905949,905948,910691,910692,910695,910694,910697,905957,910698,908131,949090,949093,753563,908135,949094,908136,908139,908138,924100,909715,924106,909264,909262,909263,909260,924107,753612,753610,717431,753616,924104,753614,724873,735784,753618,910915,724878,724879,910910,910911,722058,1299080,1299081,906763,713878,749712,910942,909749,909748,1503368,909745,909744,909747,909746,909740,909743,909742,753583,1287706,1298168,1298169,910399,907286,907287,907284,907285,907282,930299,907280,907281,907041,907042,907043,907044,907045,907046,907047,907048,1322224,908471,924250,906696,906849,909713,906847,906846,906844,906843,906842,906841,1290768,905980,907175,906693,753533,753532,753531,753536,753535,753534,906999,1330993,753539,1330991,1330994,1330995,905989,907791,908148,1247871,1247873,949156,1330972,1287381,908141,908142,949157,908144,908145,908146,908147,687821,687820,1298475,687829,687983,908467,908465,908463,908462,908461,908460,749710,749711,1298348,1298349,749714,749715,749716,908468,753546,753547,909722,753540,753541,910554,753548,753549,910952,910899,910951,910779,949176,949177,949174,949175,949172,949173,949170,949171,930082,1480364,949178,949179,909701,909700,909703,909702,909704,909707,909706,909709,905977,905974,905975,905972,905973,905970,905971,910703,905950,687780,910700,910706,910705,910704,909721,909720,909727,907289,687505,905955,1240202,1240200,1240201,1240206,1240207,1240204,1240205,1240208,1240209,908447,1298160,688018,724828,753551,911905,906818,924102,753584,908482,1297449,909725,1297446,1297447,1298145,906835,1298151,906765,1298157,1298156,1298154,949088,907311,907312,907313,907314,930083,907317,907318,907319,1299059,684059,684052,684057,687807,684055,1322213
bicalutamide,4.04583449,4.21104139,4.04938003,NA,3.87744306,4.50087629,3.78713852,NA,4.19330017,4.13532714,4.73768115,4.36624174,4.75005502,4.58867195,4.77368333,NA,4.50109522,4.8085112,4.65698105,4.8007401,4.63180181,NA,NA,3.9414491,3.79178496,3.66503462,3.87561621,NA,5.41899178,3.7186017,3.86898348,3.93274162,4.47683776,4.14572446,4.99971803,4.17589022,4.01196307,4.21777581,3.76054905,4.43577522,3.34703526,4.80795169,4.57918457,NA,5.01573566,NA,4.74402061,4.55381059,NA,3.96436437,4.3197414,5.20395004,4.25670397,4.71135626,4.14639911,5.21184491,4.90082304,4.95628704,4.753606,4.56629532,NA,5.48283136,4.72954792,5.00713477,4.10826848,3.3831437,3.75280602,4.3618661,5.29096421,4.42782546,2.97749488,4.67380984,4.64054603,5.41816468,3.8823094,4.37779464,5.1818523,5.16947868,NA,4.90233198,NA,4.6410181,5.43565428,4.42308387,5.37011549,4.04933852,4.27049432,4.53460856,4.40365142,4.21161201,NA,4.34561831,4.49218641,4.83946674,4.2674147,3.01999843,4.05947632,3.90981499,3.60616739,4.6038065,3.75359807,4.90711677,4.89055728,3.95479443,5.02267867,5.0817329,3.87132162,4.13108395,4.78248774,3.11374245,4.54611488,5.38573285,3.65620911,4.67505897,3.69794058,5.16556202,4.59441822,4.03289197,3.83604658,4.09954229,4.76120343,3.36249539,NA,4.52787699,4.35434994,4.05399958,3.87899682,4.82178797,2.94267804,4.11262024,4.90872249,4.3845116,3.87554538,4.5937944,4.31324295,3.66168997,NA,3.46253795,4.00131561,3.65504239,4.2271372,4.89923569,4.97364693,4.35123181,3.09248347,3.26840381,NA,5.72905256,3.58044606,4.30384182,4.81776874,5.16072847,4.05879395,NA,3.75403133,4.54098546,4.3389133,NA,4.72609008,4.18784278,4.76586966,5.45488763,4.50080849,3.83517398,4.0641532,4.42714273,4.43383933,4.50524934,2.77282009,4.62893112,4.99575683,4.2346844,4.70234988,4.48479091,3.70068008,NA,4.24680396,NA,4.58093304,4.27696029,4.96150957,4.20948361,4.74790368,3.30141314,3.64372165,4.82556477,3.10374959,4.07363178,4.71798484,3.6044932,3.49522437,4.89826864,4.69198251,4.56039077,4.17229884,5.07564468,4.26132182,3.93629851,4.47847886,NA,4.4115516,NA,4.62863868,NA,4.61234556,3.3741281,4.10763137,NA,4.04303782,4.62808349,4.77772265,4.70345208,4.40551905,3.36032735,NA,4.51284942,3.77152724,4.25878068,5.12186697,5.07541243,4.0894932,4.71118681,4.23335237,3.59668356,4.77434679,3.99334198,4.28585855,4.46407897,3.63018122,4.71110742,4.98943897,4.04869339,4.23128029,NA,4.47925029,3.34155272,4.94307912,4.64062515,4.11108811,4.9528533,3.89584739,4.48642092,3.60318204,5.31488988,4.42517576,3.82369471,4.360176,4.15980959,4.60365511,3.93436866,NA,5.70867565,4.93265209,4.61232421,4.25922349,5.4424256,4.33918593,4.99489106,4.73611096,4.0554133,4.74705555,3.94887377,4.1916288,4.23547365,3.61538337,4.0600169,4.63740093,3.33863992,2.19607511,4.80863565,3.93405891,NA,5.8824803,4.13673641,4.50161699,4.75944463,4.29318762,4.34519031,5.0197766,4.82777445,NA,4.99312001,2.98933232,NA,4.27931409,3.92704789,3.7049405,3.73964534,4.78192604,4.84078652,5.25662842,4.36079809,5.20811586,4.61919451,5.2284096,4.11214028,4.95843287,4.65451275,5.05029812,3.99875389,3.97281846,3.09743493,4.74350674,5.06502498,3.84484817,5.28488147,NA,4.52448992,4.4878522,5.32404272,3.77208263,4.61213484,6.0898408,5.19055879,4.23063371,4.95623689,NA,4.85918258,5.2822907,4.08513403,4.77849884,NA,4.94674566,NA,4.46537063,4.94913263,4.36167897,NA,4.58364034,5.1740435,NA,4.43327638,4.79613368,4.07208142,4.85039403,3.72570422,4.38224424,4.88121253,4.75790876,4.44275494,NA,4.8682041,4.40974119,4.27424151,4.82650451,5.41958146,4.41983283,4.83721921,5.10807146,NA,NA,NA,4.65915239,5.14454507,5.54704882,4.45759533,4.75780701,4.43982342,4.46717341,3.68522949,4.22124399,3.98396569,4.41197325,4.87317857,5.26683006,3.85730319,4.1854308,3.46804508,4.46984119,4.69293206,3.96099354,NA,4.81057247,3.85808745,4.4779816,4.02914078,4.15627565,4.72313862,4.32459161,5.0472888,NA,4.59462982,4.68663831,3.73051614,4.90941585,4.8980868,4.51771656,5.10092809,3.90096585,3.28959088,4.72129746,5.00990503,4.77479045,4.3470965,4.37354943,3.55241637,4.5920356,4.52154697,NA,4.61832607,3.59711245,4.91011905,4.62889612,4.91046703,4.66704862,4.15860151,3.82148929,4.11624703,4.43669264,4.70396885,3.7512735,4.95387957,4.38226855,NA,4.53372079,5.40643646,4.14328224,5.14857451,3.90028122,4.48733737,4.5576671,4.93293348,5.13748627,4.99386701,5.24174292,4.96989238,4.91516145,5.36760473,3.25063785,4.42468299,5.33158618,4.90300677,3.45482567,3.63196981,5.28463797,4.62948954,3.7740129,4.42902408,NA,4.31026325,4.47860446,4.38586672,4.78469642,4.68273146,5.00291227,4.51239103,4.33921006,4.63557196,NA,4.25717431,5.17537181,4.82716734,4.26222861,3.68790265,4.59736729,4.32916295,4.49784463,4.21364111,3.87627187,3.09641917,5.12356712,3.59159225,4.09554755,4.83364665,3.7842014,3.23114833,4.62028308,4.37045151,4.145245,5.47340865,4.21396324,4.83877571,5.11347671,3.91154595,4.46469499,4.62316894,4.65609832,4.36084409,4.24761018,4.59742148,4.8287813,4.03547362,5.18893327,NA,NA,4.35953287,4.75475632,5.15760842,4.04093555,4.81283884,NA,NA,4.3995225,4.84605253,3.90285478,4.8096119,4.18180538,3.29222797,5.10120442,4.75433161,4.53916313,4.75185984,4.76198422,5.09653036,3.88429369,4.43929322,4.01260621,1.6776388,6.00450023,4.75581545,5.10150024,NA,4.72384694,5.10946697,3.96019009,3.63656492,4.09630547,5.40155259,3.68216868,5.1239101,NA,3.83421981,4.89568265,5.15539705,4.9476445,3.79962001,3.85244579,4.78356509,5.3490542,3.94781856,4.75087902,4.7701872,3.70887861,4.06159082,4.77040071,3.82527484,3.76783741,4.04113857,4.49400181,NA,4.36686811,NA,5.12877823,3.50731776,4.40232044,5.42591075,4.70857102,3.21219035,5.10358573,4.38512829,4.65845554,4.7145571,4.01570759,3.37258135,4.88840177,5.26937737,4.40040156,4.30118281,4.41748194,3.73915409,4.16906848,3.72219949,3.84345128,3.89342239,3.79990628,4.93587449,4.40064801,3.91801031,4.64911372,4.70784364,5.8398902,4.77032483,4.67326732,5.42543676,3.88756976,4.14905497,4.80574551,5.02899849,4.78237738,4.17065892,5.36843164,4.56538696,2.79632819,3.11820612,5.12305866,5.74928974,5.16471801,3.97051707,4.71436794,4.58771255,5.42101544,NA,4.18032395,4.28513659,3.40099168,3.91641429,4.57110902,5.5861925,3.64299599,3.80934025,3.81523871,4.86985049,3.73021043,4.66774885,4.24097739,4.29514136,3.24002195,NA,4.41464398,5.14682733,4.63660456,4.70530165,4.40613543,4.50088058,4.28138491,NA,4.00423126,5.62055906,4.53785811,4.7473105,4.4205224,3.50320227,3.23721599,4.03313713,3.73403273,4.32770114,4.04276632,4.48928409,5.27535112,4.59147497,3.86944983,4.86014774,4.20242861,4.49252785,3.72052182,4.33945491,4.52795019,5.81188666,3.89163833,3.44961725,4.65792232,5.08071425,4.5672426,NA,3.00220224,3.97121198,5.02584236,NA,3.40595268,4.34211552,4.25044385,4.12793672,4.71233978,0.11271686,4.00092764,3.48212365,NA,4.15672835,4.01189966,3.98274514,3.82584371,5.57242076,4.49358616,4.36146039,3.92211074,4.87900728,4.54627152,4.06633866,4.66095665,4.0760285,3.94532834,3.48838394,4.38514848,3.54369313,2.92025677,4.35717221,4.07992524,NA,3.73570641,4.1786917,4.28329087,3.79007323,4.41783852,5.02248759,4.69237208,4.95364722,NA,NA,4.24988539,1.72654346,5.47952352,3.4205855,3.53691631,4.32457473,3.33254896,4.1367364,4.69062725,3.54173154,4.0806774,5.13708129,4.92372204,5.3021757,4.90965136,4.03303502,NA,4.7543895,4.22969886,4.52888915,4.89096987,4.54211131,4.42847529,4.72652318,5.5658833,NA,NA,3.96792817,-0.07493489,2.74940582,3.30592381,4.61331718,4.47689855,5.02391781,3.46233234,5.2686315,5.52138436,1.21942079,4.46431307,5.09407915,4.37783487,4.56847984,5.5567965,3.8867932,4.79451366,4.4425147,3.76936489,4.50674605,4.60364394,3.86353318,2.60702743,4.53701483,4.59752524,4.25281112,5.57532537,5.08245326,4.92658414,4.25379014,4.24908474,4.63628554,4.22199536,3.21497082,NA,4.96276229,6.7794838,3.89289015,NA,4.17701323,3.60105029,NA,4.30892118,5.29631277,NA,NA,4.81018774,4.47875185,5.22637146,4.45354606,4.75602595,NA,2.85283773,4.74575472,3.86184379,3.76555392,4.17948006,4.74004784,4.28301099,4.22357798,5.37150476,4.84607574,4.08364844,NA,4.58124128,NA,4.29972526,3.93758085,3.7717698,4.84069454,4.97473214,NA,3.82752704,5.22769109,4.28244179,3.79971518,3.84209928,4.89273417,4.96431116,4.05619249,4.13916255,NA,4.55589138,4.61944189,NA,4.73636111,4.82523711,NA,NA,NA,NA,4.65472679,5.28387497,3.58451219,NA,3.55223365,3.75689614,3.62650887,4.36507938,5.02668639,4.05712904,4.33406168,3.98971627,4.34624465,3.71786937,5.74103629,3.47339448,NA,4.15382289,4.60544868,4.55193951,3.61761404,NA,NA,4.72756779,4.50651682,5.10027662,4.03970224,4.58933526,4.5853694,4.43391817,4.42013453,5.25862277,4.70919699,5.2445164,4.43798164,4.55929395,4.9157818,4.36151337,3.4187918,3.44913837,5.00612813,4.36812137,3.5933253,NA,3.83487998,4.91903105,4.84215974,NA,4.31117728,4.59233631,5.02365847,4.32738564,4.21486661,3.16732853,3.20633747,4.30502536,5.18910235,5.17157124,4.38839043,4.12722172,4.27298328,4.79437887,4.46976581,2.37747827,5.46129115,NA,4.69930922,4.03219197,4.62300056,4.6615997,5.22712776,4.9840052,5.31990376,4.29830317,5.17409458,3.88370568,3.99721319,4.57844032,NA,5.29540574,3.67575567,3.66557903,5.10905612,3.71808746,3.16017072,4.04400124,4.51725029,4.45119471,3.32254758,NA,4.12471844,NA,4.69983176,3.94766741,4.03040968,3.85417984,2.98752644,4.97947945,5.09525664,4.00513628,4.33826969,3.52341239,4.92069586,4.69250893,4.71259445,4.80425004,3.63589883,3.79540623,4.54175664,4.70152927,4.77141531,4.18405136,NA,3.98060246,3.87253032,4.40320366,5.20869718,3.82823231,3.0223562,NA,3.81050042,3.69340275,4.67994299,3.36336205,3.21152999,4.69033999,4.77278202,4.38203396,3.47492563,4.06634246,2.85292613,4.306699,4.0133634,4.79328391,4.37954742,NA,5.18801517,4.94874532,NA,4.85500419,4.75348906,4.28859877,NA,4.77662192,5.15946531,4.06985906,3.70488467,3.88368849,4.22556396,4.67634284,5.17043111,4.91062065,3.98421648,4.13527659,4.07468645,4.75174074,4.23355776,3.83633683,NA,4.69700652,5.12633297,4.93570372,4.7742799,3.3376627,3.94513979,5.13589504,4.11242068,4.23783164,4.48334478,5.57822567,4.3399729,4.93230497
